Vendor ID,Vendor,Device ID,Description,,,,,,,
10b7,3Com Corporation,1028012a,3C920 Integrated Fast Ethernet Controller [Latitude C640],,,,,,,
10b7,3Com Corporation,104380ab,A7N8X Deluxe onboard 3C920B-EMB Integrated Fast Ethernet Controller,,,,,,,
10b7,3Com Corporation,104380eb,A7V600/P4P800/K8V motherboard,,,,,,,
10b7,3Com Corporation,10b70010,3C940 Gigabit LOM Ethernet Adapter,,,,,,,
10b7,3Com Corporation,10b70020,3C941 Gigabit LOM Ethernet Adapter,,,,,,,
10b7,3Com Corporation,10b71000,3C905CX-TX/TX-M Fast Etherlink for PC Management NIC,,,,,,,
10b7,3Com Corporation,10b71101,3CR990-FX-95 [Typhoon Fiber 56-bit],,,,,,,
10b7,3Com Corporation,10b71102,3CR990-FX-97 [Typhoon Fiber 168-bit],,,,,,,
10b7,3Com Corporation,10b71201,EtherLink Server 10/100 Dual Port A,,,,,,,
10b7,3Com Corporation,10b71202,EtherLink Server 10/100 Dual Port B,,,,,,,
10b7,3Com Corporation,10b72000,3CR990BSVR [Typhoon2 Server],,,,,,,
10b7,3Com Corporation,10b72031,3CRDAG675 11a/b/g Wireless PCI Adapter,,,,,,,
10b7,3Com Corporation,10b72101,3CR990-FX-95 Server [Typhoon Fiber 56-bit],,,,,,,
10b7,3Com Corporation,10b72102,3CR990-FX-97 Server [Typhoon Fiber 168-bit],,,,,,,
10b7,3Com Corporation,10b73590,TokenLink Velocity XL Adapter (3C359/359B),,,,,,,
10b7,3Com Corporation,10b75a57,3C575 Megahertz 10/100 LAN Cardbus PC Card,,,,,,,
10b7,3Com Corporation,10b75b57,3C575 Megahertz 10/100 LAN Cardbus PC Card,,,,,,,
10b7,3Com Corporation,10b75c57,FE575C-3Com 10/100 LAN CardBus-Fast Ethernet,,,,,,,
10b7,3Com Corporation,10b7615b,Mini PCI 56K Modem,,,,,,,
10b7,3Com Corporation,10b7615c,Mini PCI 56K Modem,,,,,,,
10b7,3Com Corporation,10b76556,10/100 Mini PCI Ethernet Adapter,,,,,,,
10b7,3Com Corporation,10b7656a,3CCFEM656 10/100 LAN+56K Modem CardBus,,,,,,,
10b7,3Com Corporation,10b7656b,3CCFEM656 10/100 LAN+56K Modem CardBus,,,,,,,
10b7,3Com Corporation,10b77000,10/100 Mini PCI Ethernet Adapter,,,,,,,
10b7,3Com Corporation,10b79004,3C900B-TPO Etherlink XL TPO 10Mb,,,,,,,
10b7,3Com Corporation,10b79005,3C900B-Combo Etherlink XL Combo,,,,,,,
10b7,3Com Corporation,10b79054,3C905B-TX Fast Etherlink XL PCI,,,,,,,
10b7,3Com Corporation,10b79055,3C905B Fast Etherlink XL 10/100,,,,,,,
10b7,3Com Corporation,10b79800,3c980-TX Fast Etherlink XL Server Adapter,,,,,,,
10b7,3Com Corporation,10b79805,3c980 10/100baseTX NIC [Python-T],,,,,,,
10b7,3Com Corporation,10f12462,Thunder K7 S2462,,,,,,,
10b7,3Com Corporation,10f12466,Tiger MPX S2466 (3C920 Integrated Fast Ethernet Controller),,,,,,,
10b7,3Com Corporation,1201,3c982-TXM 10/100baseTX Dual Port A [Hydra],,,,,,,
10b7,3Com Corporation,1202,3c982-TXM 10/100baseTX Dual Port B [Hydra],,,,,,,
10b7,3Com Corporation,144dc005,X10 Laptop,,,,,,,
10b7,3Com Corporation,147b1407,KV8-MAX3 motherboard,,,,,,,
10b7,3Com Corporation,1700,3c940 10/100/1000Base-T [Marvell],,,,,,,
10b7,3Com Corporation,3390,3c339 TokenLink Velocity,,,,,,,
10b7,3Com Corporation,3590,3c359 TokenLink Velocity XL,,,,,,,
10b7,3Com Corporation,4500,3c450 HomePNA [Tornado],,,,,,,
10b7,3Com Corporation,5055,3c555 Laptop Hurricane,,,,,,,
10b7,3Com Corporation,5057,3c575 Megahertz 10/100 LAN CardBus [Boomerang],,,,,,,
10b7,3Com Corporation,5157,3cCFE575BT Megahertz 10/100 LAN CardBus [Cyclone],,,,,,,
10b7,3Com Corporation,5257,3cCFE575CT CardBus [Cyclone],,,,,,,
10b7,3Com Corporation,5900,3c590 10BaseT [Vortex],,,,,,,
10b7,3Com Corporation,5920,3c592 EISA 10mbps Demon/Vortex,,,,,,,
10b7,3Com Corporation,5950,3c595 100BaseTX [Vortex],,,,,,,
10b7,3Com Corporation,5951,3c595 100BaseT4 [Vortex],,,,,,,
10b7,3Com Corporation,5952,3c595 100Base-MII [Vortex],,,,,,,
10b7,3Com Corporation,5970,3c597 EISA Fast Demon/Vortex,,,,,,,
10b7,3Com Corporation,5b57,3c595 Megahertz 10/100 LAN CardBus [Boomerang],,,,,,,
10b7,3Com Corporation,6000,3CRSHPW796 [OfficeConnect Wireless CardBus],,,,,,,
10b7,3Com Corporation,6001,3com 3CRWE154G72 [Office Connect Wireless LAN Adapter],,,,,,,
10b7,3Com Corporation,6055,3c556 Hurricane CardBus [Cyclone],,,,,,,
10b7,3Com Corporation,6056,3c556B CardBus [Tornado],,,,,,,
10b7,3Com Corporation,6560,3cCFE656 CardBus [Cyclone],,,,,,,
10b7,3Com Corporation,6561,3cCFEM656 10/100 LAN+56K Modem CardBus,,,,,,,
10b7,3Com Corporation,6562,3cCFEM656B 10/100 LAN+Winmodem CardBus [Cyclone],,,,,,,
10b7,3Com Corporation,6563,3cCFEM656B 10/100 LAN+56K Modem CardBus,,,,,,,
10b7,3Com Corporation,6564,3cXFEM656C 10/100 LAN+Winmodem CardBus [Tornado],,,,,,,
a727,3Com Corporation,6803,3CRDAG675B Wireless 11a/b/g Adapter,,,,,,,
10b7,3Com Corporation,7646,3cSOHO100-TX Hurricane,,,,,,,
10b7,3Com Corporation,7770,3CRWE777 PCI Wireless Adapter [Airconnect],,,,,,,
10b7,3Com Corporation,7940,3c803 FDDILink UTP Controller,,,,,,,
10b7,3Com Corporation,7980,3c804 FDDILink SAS Controller,,,,,,,
10b7,3Com Corporation,7990,3c805 FDDILink DAS Controller,,,,,,,
10b7,3Com Corporation,80eb,3c940B 10/100/1000Base-T,,,,,,,
10b7,3Com Corporation,8811,Token ring,,,,,,,
10b7,3Com Corporation,9000,3c900 10BaseT [Boomerang],,,,,,,
10b7,3Com Corporation,9001,3c900 10Mbps Combo [Boomerang],,,,,,,
10b7,3Com Corporation,9004,3c900B-TPO Etherlink XL [Cyclone],,,,,,,
10b7,3Com Corporation,9005,3c900B-Combo Etherlink XL [Cyclone],,,,,,,
10b7,3Com Corporation,9006,3c900B-TPC Etherlink XL [Cyclone],,,,,,,
10b7,3Com Corporation,900a,3c900B-FL 10base-FL [Cyclone],,,,,,,
10b7,3Com Corporation,9050,3c905 100BaseTX [Boomerang],,,,,,,
10b7,3Com Corporation,9051,3c905 100BaseT4 [Boomerang],,,,,,,
10b7,3Com Corporation,9054,3C905B-TX Fast Etherlink XL PCI,,,,,,,
10b7,3Com Corporation,9055,3c905B 100BaseTX [Cyclone],,,,,,,
10b7,3Com Corporation,9056,3c905B-T4 Fast EtherLink XL [Cyclone],,,,,,,
10b7,3Com Corporation,9058,3c905B Deluxe Etherlink 10/100/BNC [Cyclone],,,,,,,
10b7,3Com Corporation,905a,3c905B-FX Fast Etherlink XL FX 100baseFx [Cyclone],,,,,,,
10b7,3Com Corporation,9200,3c905C-TX/TX-M [Tornado],,,,,,,
10b7,3Com Corporation,9201,3C920B-EMB Integrated Fast Ethernet Controller [Tornado],,,,,,,
10b7,3Com Corporation,9202,3Com 3C920B-EMB-WNM Integrated Fast Ethernet Controller,,,,,,,
10b7,3Com Corporation,9210,3C920B-EMB-WNM Integrated Fast Ethernet Controller,,,,,,,
10b7,3Com Corporation,9300,3CSOHO100B-TX 910-A01 [tulip],,,,,,,
10b7,3Com Corporation,9800,3c980-TX Fast Etherlink XL Server Adapter [Cyclone],,,,,,,
10b7,3Com Corporation,9805,3c980-C 10/100baseTX NIC [Python-T],,,,,,,
10b7,3Com Corporation,98500001,3c985B-SX,,,,,,,
10b7,3Com Corporation,9900,3C990-TX [Typhoon],,,,,,,
10b7,3Com Corporation,9902,3CR990-TX-95 [Typhoon 56-bit],,,,,,,
10b7,3Com Corporation,9903,3CR990-TX-97 [Typhoon 168-bit],,,,,,,
10b7,3Com Corporation,9904,3C990B-TX-M/3C990BSVR [Typhoon2],,,,,,,
10b7,3Com Corporation,9905,3CR990-FX-95/97/95 [Typhon Fiber],,,,,,,
10b7,3Com Corporation,9908,3CR990SVR95 [Typhoon Server 56-bit],,,,,,,
10b7,3Com Corporation,9909,3CR990SVR97 [Typhoon Server 168-bit],,,,,,,
10b7,3Com Corporation,990a,3C990SVR [Typhoon Server],,,,,,,
10b7,3Com Corporation,990b,3C990SVR [Typhoon Server],,,,,,,
256f,3Dconnexion,c62e,SpaceMouse Wireless (cabled),,,,,,,
256f,3Dconnexion,c62f,SpaceMouse Wireless Receiver,,,,,,,
256f,3Dconnexion,c631,SpaceMouse Pro Wireless (cabled),,,,,,,
256f,3Dconnexion,c632,SpaceMouse Pro Wireless Receiver,,,,,,,
256f,3Dconnexion,c633,SpaceMouse Enterprise,,,,,,,
256f,3Dconnexion,c635,SpaceMouse Compact,,,,,,,
256f,3Dconnexion,c651,CadMouse Wireless,,,,,,,
256f,3Dconnexion,c652,Universal Receiver,,,,,,,
256f,3Dconnexion,c654,CadMouse Pro Wireless,,,,,,,
256f,3Dconnexion,c657,CadMouse Pro Wireless Left,,,,,,,
121a,"3Dfx Interactive, Inc.",0001,Voodoo,,,,,,,
121a,"3Dfx Interactive, Inc.",0002,Voodoo 2,,,,,,,
121a,"3Dfx Interactive, Inc.",0003,Voodoo Banshee,,,,,,,
121a,"3Dfx Interactive, Inc.",0004,Voodoo Banshee [Velocity 100],,,,,,,
121a,"3Dfx Interactive, Inc.",0005,Voodoo 3,,,,,,,
121a,"3Dfx Interactive, Inc.",0009,Voodoo 4 / Voodoo 5,,,,,,,
121a,"3Dfx Interactive, Inc.",0057,Voodoo 3/3000 [Avenger],,,,,,,
121a,"3Dfx Interactive, Inc.",10920003,Monster Fusion,,,,,,,
121a,"3Dfx Interactive, Inc.",10924000,Monster Fusion,,,,,,,
121a,"3Dfx Interactive, Inc.",10924002,Monster Fusion,,,,,,,
121a,"3Dfx Interactive, Inc.",10924801,Monster Fusion AGP,,,,,,,
121a,"3Dfx Interactive, Inc.",10924803,Monster Fusion AGP,,,,,,,
121a,"3Dfx Interactive, Inc.",10928030,Monster Fusion,,,,,,,
121a,"3Dfx Interactive, Inc.",10928035,Monster Fusion AGP,,,,,,,
121a,"3Dfx Interactive, Inc.",10b00001,Dragon 4000,,,,,,,
121a,"3Dfx Interactive, Inc.",11021017,3D Blaster Banshee PCI (CT6760),,,,,,,
121a,"3Dfx Interactive, Inc.",11021018,3D Blaster Banshee VE,,,,,,,
121a,"3Dfx Interactive, Inc.",121a0001,Voodoo Banshee AGP,,,,,,,
121a,"3Dfx Interactive, Inc.",121a0003,Voodoo Banshee AGP SGRAM,,,,,,,
121a,"3Dfx Interactive, Inc.",121a0004,Voodoo Banshee,,,,,,,
121a,"3Dfx Interactive, Inc.",121a0009,Voodoo5 AGP 5500/6000,,,,,,,
121a,"3Dfx Interactive, Inc.",121a0030,Voodoo3 AGP,,,,,,,
121a,"3Dfx Interactive, Inc.",121a0031,Voodoo3 AGP,,,,,,,
121a,"3Dfx Interactive, Inc.",121a0034,Voodoo3 AGP,,,,,,,
121a,"3Dfx Interactive, Inc.",121a0036,Voodoo3 2000 PCI,,,,,,,
121a,"3Dfx Interactive, Inc.",121a0037,Voodoo3 AGP,,,,,,,
121a,"3Dfx Interactive, Inc.",121a0038,Voodoo3 AGP,,,,,,,
121a,"3Dfx Interactive, Inc.",121a003a,Voodoo3 AGP,,,,,,,
121a,"3Dfx Interactive, Inc.",121a0044,Voodoo3,,,,,,,
121a,"3Dfx Interactive, Inc.",121a004b,Velocity 100,,,,,,,
121a,"3Dfx Interactive, Inc.",121a004c,Velocity 200,,,,,,,
121a,"3Dfx Interactive, Inc.",121a004d,Voodoo3 AGP,,,,,,,
121a,"3Dfx Interactive, Inc.",121a004e,Voodoo3 AGP,,,,,,,
121a,"3Dfx Interactive, Inc.",121a0051,Voodoo3 AGP,,,,,,,
121a,"3Dfx Interactive, Inc.",121a0052,Voodoo3 AGP,,,,,,,
121a,"3Dfx Interactive, Inc.",121a0057,Voodoo3 3000 PCI,,,,,,,
121a,"3Dfx Interactive, Inc.",121a0060,Voodoo3 3500 TV (NTSC),,,,,,,
121a,"3Dfx Interactive, Inc.",121a0061,Voodoo3 3500 TV (PAL),,,,,,,
121a,"3Dfx Interactive, Inc.",121a0062,Voodoo3 3500 TV (SECAM),,,,,,,
121a,"3Dfx Interactive, Inc.",139c0016,Raven,,,,,,,
121a,"3Dfx Interactive, Inc.",139c0017,Raven,,,,,,,
121a,"3Dfx Interactive, Inc.",14af0002,Maxi Gamer Phoenix,,,,,,,
3d3d,3DLabs,00000000,GLoria L,,,,,,,
3d3d,3DLabs,0001,GLINT 300SX,,,,,,,
3d3d,3DLabs,0002,GLINT 500TX,,,,,,,
3d3d,3DLabs,0003,GLINT Delta,,,,,,,
3d3d,3DLabs,0004,Permedia,,,,,,,
3d3d,3DLabs,0005,Permedia,,,,,,,
3d3d,3DLabs,0006,GLINT MX,,,,,,,
3d3d,3DLabs,0007,3D Extreme,,,,,,,
3d3d,3DLabs,0008,GLINT Gamma G1,,,,,,,
3d3d,3DLabs,0009,Permedia II 2D+3D,,,,,,,
3d3d,3DLabs,000a,GLINT R3,,,,,,,
3d3d,3DLabs,000c,GLINT R3 [Oxygen VX1],,,,,,,
3d3d,3DLabs,000d,GLint R4 rev A,,,,,,,
3d3d,3DLabs,000e,GLINT Gamma G2,,,,,,,
3d3d,3DLabs,0011,GLint R4 rev B,,,,,,,
3d3d,3DLabs,0012,GLint R5 rev A,,,,,,,
3d3d,3DLabs,0013,GLint R5 rev B,,,,,,,
3d3d,3DLabs,0020,VP10 visual processor,,,,,,,
3d3d,3DLabs,0022,VP10 visual processor,,,,,,,
3d3d,3DLabs,0024,VP9 visual processor,,,,,,,
3d3d,3DLabs,002c,Wildcat Realizm 100/200,,,,,,,
3d3d,3DLabs,0030,Wildcat Realizm 800,,,,,,,
3d3d,3DLabs,0032,Wildcat Realizm 500,,,,,,,
3d3d,3DLabs,0100,Permedia II 2D+3D,,,,,,,
3d3d,3DLabs,07a1,Wildcat III 6210,,,,,,,
3d3d,3DLabs,07a2,Sun XVR-500 Graphics Accelerator,,,,,,,
3d3d,3DLabs,07a3,Wildcat IV 7210,,,,,,,
3d3d,3DLabs,1004,Permedia,,,,,,,
3d3d,3DLabs,10400011,AccelStar II,,,,,,,
3d3d,3DLabs,10480a42,GLoria XXL,,,,,,,
3d3d,3DLabs,13e91000,6221L-4U,,,,,,,
3d3d,3DLabs,3d04,Permedia,,,,,,,
3d3d,3DLabs,3d3d0100,AccelStar II 3D Accelerator,,,,,,,
3d3d,3DLabs,3d3d0111,Permedia 3:16,,,,,,,
3d3d,3DLabs,3d3d0114,Santa Ana,,,,,,,
3d3d,3DLabs,3d3d0116,Oxygen GVX1,,,,,,,
3d3d,3DLabs,3d3d0119,Scirocco,,,,,,,
3d3d,3DLabs,3d3d0120,Santa Ana PCL,,,,,,,
3d3d,3DLabs,3d3d0121,Oxygen VX1,,,,,,,
3d3d,3DLabs,3d3d0125,Oxygen VX1,,,,,,,
3d3d,3DLabs,3d3d0127,Permedia3 Create!,,,,,,,
3d3d,3DLabs,3d3d0144,Oxygen VX1-4X AGP [Permedia 4],,,,,,,
3d3d,3DLabs,3d3d1047,Sun XVR-600 Graphics Accelerator,,,,,,,
3d3d,3DLabs,ffff,Glint VGA,,,,,,,
05bc,"3G Green Green Globe Co., Ltd",0004,Trackball,,,,,,,
189f,3Shape A/S,0002,Legato2 3D Scanner,,,,,,,
1f3f,3SNIC Ltd,1f3f0041,Dual Port 16GE FC to PCIe Gen4 x16 Adapter,,,,,,,
1f3f,3SNIC Ltd,1f3f0051,Dual Port 25GE Ethernet Network Adapter,,,,,,,
1f3f,3SNIC Ltd,1f3f0052,Quad Port 25GE Ethernet Network Adapter,,,,,,,
1f3f,3SNIC Ltd,1f3f0061,Dual Port 32GE FC to PCIe Gen4 x16 Adapter,,,,,,,
1f3f,3SNIC Ltd,1f3f00a1,Dual Port 100GE Ethernet Network Adapter,,,,,,,
1f3f,3SNIC Ltd,1f3f0120,HBA 32 Ports,,,,,,,
1f3f,3SNIC Ltd,1f3f0125,HBA 40 Ports,,,,,,,
1f3f,3SNIC Ltd,1f3f0180,HBA 16 Ports,,,,,,,
1f3f,3SNIC Ltd,1f3f0185,HBA 8 Ports,,,,,,,
1f3f,3SNIC Ltd,1f3f01a1,RAID Controller 40 Ports with 2G Cache,,,,,,,
1f3f,3SNIC Ltd,1f3f01a4,RAID Controller 16 Ports with 4G Cache,,,,,,,
1f3f,3SNIC Ltd,1f3f01a8,RAID Controller 32 Ports with 4G Cache,,,,,,,
1f3f,3SNIC Ltd,1f3f01ad,RAID Controller 40 Ports with 4G Cache,,,,,,,
1f3f,3SNIC Ltd,1f3f1000,Ethernet VF,,,,,,,
1f3f,3SNIC Ltd,2100,SSSHBA SAS/SATA HBA,,,,,,,
1f3f,3SNIC Ltd,2200,SSSRAID RAID controller,,,,,,,
1f3f,3SNIC Ltd,9001,SSSNIC Ethernet VF,,,,,,,
1f3f,3SNIC Ltd,9002,SSSNIC Ethernet VF Hyper-V,,,,,,,
1f3f,3SNIC Ltd,9003,SSSNIC Ethernet SDI VF,,,,,,,
1f3f,3SNIC Ltd,9004,SSSNIC Ethernet SDI VF Hyper-V,,,,,,,
1f3f,3SNIC Ltd,9008,SSSFC VF,,,,,,,
1f3f,3SNIC Ltd,9009,SSSFC VF Hyper-V,,,,,,,
1f3f,3SNIC Ltd,9010,SSSFC FC Controller,,,,,,,
1f3f,3SNIC Ltd,9020,SSSNIC Ethernet Network Adapter,,,,,,,
1f3f,3SNIC Ltd,9030,SSSNIC IPU,,,,,,,
1f3f,3SNIC Ltd,9031,SSSNIC SDI5.0,,,,,,,
1f3f,3SNIC Ltd,9032,SSSNIC SDI5.1,,,,,,,
13c1,3ware Inc,1000,5xxx/6xxx-series PATA-RAID,,,,,,,
13c1,3ware Inc,1001,7xxx/8xxx-series PATA/SATA-RAID,,,,,,,
13c1,3ware Inc,1002,9xxx-series SATA-RAID,,,,,,,
13c1,3ware Inc,1003,9550SX SATA-II RAID PCI-X,,,,,,,
13c1,3ware Inc,1004,9650SE SATA-II RAID PCIe,,,,,,,
13c1,3ware Inc,1005,9690SA SAS/SATA-II RAID PCIe,,,,,,,
13c1,3ware Inc,1010,9750 SAS2/SATA-II RAID PCIe,,,,,,,
13c1,3ware Inc,13c11001,7xxx/8xxx-series PATA/SATA-RAID,,,,,,,
3171,8086 Consultancy,0011,ClusterCTRL DA,,,,,,,
3171,8086 Consultancy,0012,ClusterCTRL pHAT,,,,,,,
3171,8086 Consultancy,0013,ClusterCTRL A+6,,,,,,,
3171,8086 Consultancy,0014,ClusterCTRL Triple,,,,,,,
3171,8086 Consultancy,0015,ClusterCTRL Single,,,,,,,
2dc8,8BitDo,5006,M30 Bluetooth gamepad,,,,,,,
2dc8,8BitDo,5750,Bootloader,,,,,,,
2dc8,8BitDo,6000,SF30 Pro gamepad,,,,,,,
2dc8,8BitDo,6001,SN30/SF30 Pro gamepad,,,,,,,
2dc8,8BitDo,ab11,F30 gamepad,,,,,,,
2dc8,8BitDo,ab12,N30 gamepad,,,,,,,
2dc8,8BitDo,ab20,SN30/SF30 gamepad,,,,,,,
2dc8,8BitDo,ab21,SF30 gamepad,,,,,,,
228d,8D Technologies inc.,0001,Terminal Bike Key Reader,,,,,,,
08de,???,7a01,802.11b Adapter,,,,,,,
18f8,[Maxxter],0f97,Optical Gaming Mouse [Xtrem],,,,,,,
18f8,[Maxxter],0f99,Optical gaming mouse,,,,,,,
18f8,[Maxxter],1142,Optical gaming mouse,,,,,,,
18f8,[Maxxter],1486,X5s ZEUS Macro Pro Gaming Mouse,,,,,,,
0dbc,A&D Medical,0003,AND Serial Cable [AND Smart Cable],,,,,,,
125f,"A-DATA Technology Co., Ltd.",312a,Superior S102,,,,,,,
125f,"A-DATA Technology Co., Ltd.",312b,Superior S102 Pro,,,,,,,
125f,"A-DATA Technology Co., Ltd.",a15a,DashDrive Durable HD710 portable HDD various size,,,,,,,
125f,"A-DATA Technology Co., Ltd.",a22a,DashDrive Elite HE720 500GB,,,,,,,
125f,"A-DATA Technology Co., Ltd.",a31a,HV620 Portable HDD,,,,,,,
125f,"A-DATA Technology Co., Ltd.",a91a,Portable HDD CH91,,,,,,,
125f,"A-DATA Technology Co., Ltd.",c08a,C008 Flash Drive,,,,,,,
125f,"A-DATA Technology Co., Ltd.",c81a,Flash drive,,,,,,,
125f,"A-DATA Technology Co., Ltd.",c93a,4GB Pen Drive,,,,,,,
125f,"A-DATA Technology Co., Ltd.",c96a,C906 Flash Drive,,,,,,,
125f,"A-DATA Technology Co., Ltd.",cb10,Dash Drive UV100,,,,,,,
125f,"A-DATA Technology Co., Ltd.",cb20,DashDrive UV110,,,,,,,
1999,A-Logics,a900,AM-7209 Video Processor,,,,,,,
13d1,A-Max Technology Macao Commercial Offshore Co. Ltd.,7019,MD 82288,,,,,,,
13d1,A-Max Technology Macao Commercial Offshore Co. Ltd.,abe6,Wireless 802.11g 54Mbps Network Adapter [RTL8187],,,,,,,
